Test date	Product name	Brand	Testing for	Result (ppb)
11/15/2021	turmeric powder	deep premium spices	cadmium	23.3
11/15/2021	ground turmeric	mccormick	cadmium	72.4
11/15/2021	ground turmeric	dion	cadmium	19.6
11/15/2021	ground turmeric	p&c fresh	cadmium	222
11/15/2021	ground turmeric	wild harvest	cadmium	56.6
11/15/2021	salma natural curry powder	curry powder	cadmium	44.3
11/15/2021	casablanca natural spice jamaican	curry powder	cadmium	30.6
11/15/2021	turmeric	morton & bassett	cadmium	33.3
11/15/2021	organic ground turmeric	mccormick	cadmium	37.8
11/15/2021	ground turmeric	mccormick	cadmium	47.2
11/15/2021	organic turmeric	full circle market	cadmium	78.1
11/15/2021	turmeric powder	laxmi	cadmium	23.3
11/15/2021	turmeric powder	keshav	cadmium	22.0
11/16/2021	ground cinnamon	chestnut hill	cadmium	316.0
11/24/2021	oregano	nativo	cadmium	170.0
11/29/2021	chili powder	supreme tradition	cadmium	64.1
11/29/2021	ground paprika	supreme tradition	cadmium	38.3
11/30/2021	ground cinnamon	spice supreme	cadmium	442.0
11/24/2021	chilli powder	radhuni	cadmium	68.8
11/24/2021	corriander	hoque	cadmium	43.2
11/24/2021	curry powder	chef s quality	cadmium	72.9
12/1/2021	curry powder	salma	cadmium	57.0
12/1/2021	chili powder	la flor	cadmium	71.5
12/1/2021	jamaican curry powder	la flor	cadmium	49.1
12/2/2021	chili powder	badia	cadmium	52.5
11/23/2021	marrakech natural spices cinnamon	cinnamon powder	cadmium	246
12/6/2021	ground cinnamon	mccormick	cadmium	247
12/6/2021	organic ground saigon cinnamon	mccormick	cadmium	395
12/6/2021	ground cinnamon	morton & bassett	cadmium	172
12/6/2021	cinnamon	simply organic	cadmium	340
12/6/2021	ground cinnamon	pics	cadmium	259
12/6/2021	organic ground cinnamon	trader joe s	cadmium	399
12/6/2021	100% organic cinnamon sticks	morton & bassett	cadmium	80.0
12/6/2021	100% organic ground cinnamon	morton & bassett	cadmium	205
12/6/2021	organic ground cinnamon	the fresh market	cadmium	339
12/6/2021	cinnamon sticks	the fresh market	cadmium	129
12/6/2021	organic ground cinnamon	365 whole foods	cadmium	158
12/6/2021	organic vietnamese ground	365 whole foods	cadmium	385
12/6/2021	100% organic ground cinnamon	morton & bassett	cadmium	218
12/6/2021	organic cinnamon (ka grade	frontier co-op	cadmium	148
12/6/2021	cinnamon (ground)	simply organic	cadmium	396
12/2/2021	ground cinnamon	mccormick	cadmium	266
12/6/2021	ceylon cinnamon	simply organic	cadmium	197
12/6/2021	cinnamon powder	badia	cadmium	387
12/6/2021	highland harvested saigon	the spice hunter	cadmium	362
12/6/2021	cinnamon	public goods	cadmium	342
12/13/2021	organic ground cinnamon	great value	cadmium	459
12/13/2021	ground cinnamon	mccormick	cadmium	214
12/13/2021	ground cinnamon	great value	cadmium	322
12/13/2021	organic ground cinnamon	full circle market	cadmium	356
12/13/2021	vietnamese cinnamon	simply organic	cadmium	329
12/13/2021	ground cinnamon	supreme tradition	cadmium	326
12/13/2021	ground cinnamon	pics	cadmium	265
12/13/2021	ground cinnamon	mccormmick	cadmium	253
12/13/2021	ground connamon	morton & bassett	cadmium	179
12/13/2021	ground cinnamon	spice supreme	cadmium	290
12/13/2021	white pepper powder	unknown	cadmium	10.9
12/13/2021	ground cinnamon	supreme tradition	cadmium	293
12/17/2021	kawu kawu/potash	flobico	cadmium	11.3
4/25/2022	dill weed	morton & bassett san	cadmium	53.8
4/25/2022	dill weed	morton & bassett san	cadmium	56.8
4/25/2022	dill weed	simply organic	cadmium	48.8
1/3/2022	cinnamon stick	mccormick	cadmium	432
1/3/2022	cinnamon stick	mccormick	cadmium	120
1/3/2022	ground cinnamon	mccormick	cadmium	289
1/3/2022	ground cinnamon	mccormick	cadmium	233
1/3/2022	ground cinnamon	pereg	cadmium	546
1/3/2022	highland harvested saigon	the spice hunter	cadmium	380
1/3/2022	cinnamon	simply organic	cadmium	406
1/3/2022	ceylon cinnamon	simply organic	cadmium	187
1/3/2022	ceylon cinnamon powder (cert.	frontier co-op	cadmium	190
1/3/2022	ground cinnamon	mccormick	cadmium	255
1/3/2022	cinnamon powder	badia	cadmium	414
1/3/2022	cinnamon powder	laxmi	cadmium	270
1/3/2022	cinnamon powder	south bay brand	cadmium	354
1/3/2022	cinnamon flavor powder	oriental mascot	cadmium	386
1/3/2022	cinnamon stick - canela estera	mimi s products	cadmium	199
1/3/2022	cinnamon stick - canela en rama	badia	cadmium	202
1/3/2022	ground cinnamon - canela molida	mi costenita	cadmium	431
1/3/2022	cinnamon sticks	el chilar	cadmium	96.5
1/3/2022	ground cinnamon	spice classics	cadmium	220
1/10/2022	jamaican choice curry powder	curry powder	cadmium	84.3
1/10/2022	ground cinnamon	mimi products	cadmium	230
1/10/2022	ground cinnamon	la flor	cadmium	306
1/10/2022	cinnamon sticks	la flor	cadmium	147
1/10/2022	ground cinnamon	mimi s product	cadmium	317
1/10/2022	ground cinnamon	krasdale	cadmium	378
1/10/2022	cinnamon powder	salma	cadmium	341
1/10/2022	cinnamon powder	badia	cadmium	418
1/10/2022	dried cinnamon stick	golden lion	cadmium	395
1/10/2022	dried cinnamon stick	la flor	cadmium	83.0
1/10/2022	cinnamon ground	la flor	cadmium	312
1/10/2022	cinnamon ground	farma	cadmium	298
1/10/2022	cinnamon powder	casa blanca	cadmium	374
1/10/2022	ground cinnamon	la flor	cadmium	341
1/10/2022	cinnamon sticks	badia	cadmium	326
1/10/2022	ground cinnamon	mccormick	cadmium	132
1/10/2022	ground cinnamon	spice classics	cadmium	242
1/10/2022	whole cinnamon	canela entera	cadmium	172
1/11/2022	turmeric powder	shan	cadmium	none
1/11/2022	curry powder	shan	cadmium	32.2
1/11/2022	curry powder	shan	cadmium	31.3
1/11/2022	turmeric powder	shan	cadmium	none
1/18/2022	thyme leaves	colonna	cadmium	24.6
1/24/2022	ground cinnamon	spice classics	cadmium	272
1/24/2022	organic cinnamon powder	badia	cadmium	321
1/24/2022	ground cinnamon	mccormick	cadmium	228
1/24/2022	ground cinnamon	tops	cadmium	217
1/24/2022	ground cinnamon	clover valley	cadmium	155
1/24/2022	ground cinnamon	mccormick	cadmium	278
1/24/2022	ground cinnamon	mccormick	cadmium	273
1/24/2022	cinnamon powder	badia	cadmium	387
1/24/2022	ground cinnamon	clover valley	cadmium	328
1/24/2022	ground cinnamon	mccormick	cadmium	196
1/28/2022	cinnamon powder	rose brand	cadmium	509
1/28/2022	cinnamon powder	hoque	cadmium	499
1/28/2022	ground cinnamon	supreme tradition	cadmium	512
1/28/2022	naturally pure cinnamon ground	spice time	cadmium	295
1/28/2022	pure ground cinnamon	spice supreme	cadmium	288
1/31/2022	ground cinnamon	supreme tradition	cadmium	157
1/31/2022	cinnamon powder	a taste of the east	cadmium	404
1/31/2022	organic ground cinnamon	olde thompson	cadmium	263
1/31/2022	organic ground saigon cinnamon	olde thompson	cadmium	339
1/31/2022	pure ground cinnamon	spice supreme	cadmium	266
1/31/2022	turmeric powder	a taste of the east	cadmium	33.1
1/31/2022	curry powder	a taste of the east	cadmium	49.4
1/31/2022	cinnamon powder	salma	cadmium	327
1/31/2022	cinnamon powder	badia	cadmium	395
1/31/2022	cinnamon sticks	egn	cadmium	447
1/31/2022	cinnamon powder	hoque	cadmium	218
1/31/2022	cassia cinnamon powder	laxmi	cadmium	432
1/31/2022	chili powder	spice classics	cadmium	57.1
1/31/2022	curry powder	mccormick	cadmium	45.3
1/31/2022	garlic powder	spice supreme	cadmium	42.9
1/31/2022	cinnamon	la flor	cadmium	352
1/31/2022	cinnamon	salma	cadmium	435
1/31/2022	ground cinnamon	mccormick	cadmium	274
1/31/2022	cinnamon powder	swad	cadmium	407
1/31/2022	cinnamon	a taste of the east	cadmium	294
2/1/2022	oregano ground	the serranito	cadmium	43.3
2/1/2022	jerusalem glatt curry	curry powder	cadmium	121
2/1/2022	jerusalem glatt shawarma	shawarma seasoning	cadmium	33.9
2/3/2022	laxmi chili powder kashmiri	chili powder	cadmium	24.5
2/7/2022	organic ground saigon cinnamon	mccormick gourmet	cadmium	390
2/7/2022	ground cinnamon	morton & bassett san	cadmium	227
2/7/2022	organic ground cinnamon	full circle market	cadmium	366
2/7/2022	ground cinnamon	mccormick	cadmium	250
2/7/2022	ground cinnamon	pics	cadmium	281
2/7/2022	cinnamon	the spice hunter	cadmium	374
2/7/2022	cinnamon ground	lior	cadmium	459
2/7/2022	cinnamon powder	zara	cadmium	333
2/7/2022	cinnamon powder	red diamond	cadmium	504
2/7/2022	cinnamon ground	spice time	cadmium	464
2/7/2022	freshly ground cinnamon	prima	cadmium	352
2/7/2022	ground cinnamon	gefen	cadmium	272
2/7/2022	freshly ground cinnamon	prima	cadmium	264
2/7/2022	ground cinnamon	lieber s	cadmium	186
2/7/2022	cinnamon organic	natural earth products	cadmium	155
2/8/2022	ground cinnamon	chestnut hill	cadmium	319
2/8/2022	ground cinnamon	chestnut hill	cadmium	185
2/14/2022	allspice	minnesota smile	cadmium	none
2/14/2022	allspice	badia	cadmium	none
2/14/2022	whole allspice	casablanca natural	cadmium	none
2/14/2022	ground allspice	la flor	cadmium	none
2/14/2022	ground allspice	angel brand	cadmium	none
2/14/2022	ground allspice	badia	cadmium	none
2/14/2022	ground allspice	sadaf	cadmium	none
2/14/2022	ground allspice	morton & bassett	cadmium	none
2/14/2022	ground allspice	good & gather	cadmium	none
2/14/2022	ground allspice	good & gather	cadmium	none
2/14/2022	ground allspice	mccormick	cadmium	none
2/14/2022	organic ground allspice	mccormick	cadmium	11.0
2/14/2022	whole allspice	mccormick	cadmium	23.3
2/14/2022	ground allspice	mccormick	cadmium	none
2/14/2022	organic ground allspice	mccormick	cadmium	10.7
2/14/2022	ground allspice	gabriel s supermarket	cadmium	none
2/14/2022	ground allspice	la flor	cadmium	231
2/14/2022	ground allspice	mccormick	cadmium	none
2/14/2022	organic ground allspice	mccormick	cadmium	11.1
2/14/2022	saffron powder	lucky foods	cadmium	71.0
2/14/2022	dry ajika	lucky foods	cadmium	29.5
2/14/2022	nettle	malwa herbal tea	cadmium	none
2/22/2022	turmeric powder	bot nghe	cadmium	466
3/3/2022	black pepper	fabi-saa	cadmium	22.0
3/8/2022	ground nutmeg	badia	cadmium	30.5
3/8/2022	cinnamon powder	badia	cadmium	395
3/8/2022	curry powder	badia	cadmium	80.4
3/8/2022	ground cumin	badia	cadmium	81.8
3/8/2022	ground ginger	badia	cadmium	441
3/11/2022	dried laurus nobilis l powder	golden lion	cadmium	120
3/11/2022	dried cuminum cyminum l. powder	golden lion	cadmium	70.3
3/11/2022	dried five spice powder	golden lion	cadmium	116
3/11/2022	red pepper powder	golden crop	cadmium	50.8
3/10/2022	pure fancy paprika	eagle spice & extract	cadmium	35.8
3/15/2022	cinnamon sticks	egn	cadmium	348.0
3/15/2022	cinnamon sticks	egn	cadmium	209.0
3/15/2022	cinnamon sticks	egn	cadmium	367.0
3/15/2022	cinnamon sticks	egn	cadmium	275.0
3/15/2022	cinnamon sticks	egn	cadmium	538.0
3/21/2022	saffron powder	chief	cadmium	417.0
3/29/2022	dill seeds	swad	cadmium	93.2
3/29/2022	dill seed	mccormick	cadmium	77.8
3/29/2022	dill seed	mccormick	cadmium	70.6
3/29/2022	dill seed	mccormick	cadmium	27.0
3/29/2022	dill seed	mccormick	cadmium	48.9
3/29/2022	dill seed	mccormick	cadmium	55.1
3/30/2022	ground cinnamon	buen provencho	cadmium	217
3/30/2022	oregano	buen provencho	cadmium	none
4/4/2022	dill seed	mccormick	cadmium	48.1
4/4/2022	dill seed	mccormick	cadmium	63.9
4/4/2022	dill seeds	mccormick	cadmium	58.2
4/4/2022	fried garlic	wangderm	cadmium	24.8
4/5/2022	dill seed	casablanca	cadmium	93.2
4/5/2022	dill seeds	spice supreme	cadmium	46.8
4/5/2022	dill seed	mccormick	cadmium	55.2
4/5/2022	dill seed	three rivers	cadmium	75.7
4/5/2022	dill seeds	swad	cadmium	95.8
4/5/2022	dill weed	badia	cadmium	40.3
4/4/2022	instant ginger punch salabat	ludy s	cadmium	none
4/8/2022	five spice powder	hong lee trading inc.	cadmium	194
4/8/2022	bot cari curry powder	hong lee trading inc.	cadmium	64.3
4/8/2022	bot rieng galangal powder	hong lee trading inc.	cadmium	33.9
4/8/2022	bot que cinnamon powder	hong lee trading inc.	cadmium	159
4/11/2022	organic dill seed	mccormick	cadmium	66.2
4/11/2022	dill seed	mccormick	cadmium	42.0
4/11/2022	organic dill seed	mccormick	cadmium	73.6
4/11/2022	dill seed	mccormick	cadmium	43.5
4/11/2022	dill seed	p&c fresh	cadmium	57.5
4/11/2022	organic dill seed	mccormick	cadmium	59.6
4/11/2022	organic dill seed	mccormick	cadmium	65.7
4/11/2022	organic dill seed	mccormick	cadmium	69.7
4/11/2022	dill seed	mccormick	cadmium	39.4
4/11/2022	dill seed	mccormick	cadmium	41.9
4/12/2022	dill seeds	grace s marketplace	cadmium	104.0
4/12/2022	dill seeds	swad	cadmium	66.3
4/12/2022	dill seeds	deep	cadmium	87.7
4/18/2022	organic dill seed	great value	cadmium	54.8
4/18/2022	dill seed	mccormick	cadmium	61.1
4/18/2022	organic dill seed	mccormick	cadmium	63.6
4/18/2022	dill seed	mccormick	cadmium	43.0
4/18/2022	dill seed	mccormick	cadmium	40.5
4/18/2022	dill seed	mccormick	cadmium	63.0
4/18/2022	dill seed	vidler's	cadmium	80.8
4/18/2022	dill seed	mccormick	cadmium	65.0
4/18/2022	dill seed	mccormick	cadmium	67.5
4/18/2022	dill seed	mccormick	cadmium	41.3
4/19/2022	organic dill seed	mccormick	cadmium	63.1
4/19/2022	organic dill seed	frontier	cadmium	55.0
4/19/2022	dill seed	organic great value	cadmium	46.9
4/25/2022	paprika	lidl	cadmium	32.1
4/25/2022	chopped onion	spice classics	cadmium	none
4/25/2022	garlic salt	spice classics	cadmium	81.5
4/25/2022	dill weed	mccormick	cadmium	309
4/25/2022	dill weed	full circle	cadmium	43.9
4/25/2022	dill weed	morton & bassett	cadmium	93.7
4/26/2022	dill weed	mc cormick	cadmium	318
4/26/2022	dill weed	organics	cadmium	53.7
4/26/2022	dill weed	spice islands	cadmium	60.4
4/26/2022	dill weed	garden gourmet	cadmium	220
4/25/2022	dill weed	mccormick	cadmium	279
4/26/2022	dill weed	la flor	cadmium	44.1
4/26/2022	dill weed	la flor	cadmium	44.9
4/26/2022	dill weed	mccormick	cadmium	155
4/26/2022	100% organic dill weed	m & b spices	cadmium	49.9
4/26/2022	dill weed	wegmans organic	cadmium	71.4
4/26/2022	dill weed	badia	cadmium	48.5
4/26/2022	dill weed	greatvalue	cadmium	none
4/27/2022	dill seed whole	mike s spice	cadmium	46.4
4/27/2022	organic dill seed	mccormick gourmet	cadmium	67.4
4/27/2022	dill seed	mccormick	cadmium	42.7
4/27/2022	dill weed	badia	cadmium	54.0
4/27/2022	dill weed	mccormick	cadmium	168
4/27/2022	dill weed	super foodtown	cadmium	47.5
4/28/2022	dill seed	mccormick	cadmium	41.7
5/2/2022	marjoram leaves	mccormick	cadmium	30.9
5/2/2022	organic marjoram	mccormick	cadmium	18.6
5/2/2022	marjoram leaves	mccormick	cadmium	22.1
5/2/2022	leaf marjoram	tone s	cadmium	24.0
5/2/2022	ground marjoram	tone s	cadmium	23.3
5/2/2022	marjoram leaves	mccormick	cadmium	30.0
5/2/2022	marjoram leaves	mccormick	cadmium	34.9
5/2/2022	marjoram leaves	mccormick	cadmium	31.6
5/2/2022	organic marjoram	mccormick	cadmium	17.0
5/2/2022	organic marjoram	mccormick	cadmium	16.7
5/3/2022	five-spice powder	golden chick	cadmium	232.0
5/4/2022	chili powder	la flor	cadmium	44.0
5/4/2022	chili powder	badia	cadmium	32.5
5/4/2022	curry powder	salma	cadmium	30.3
5/4/2022	jamaican curry powder	la flor	cadmium	63.0
5/9/2022	cumin powder		cadmium	58.5
5/9/2022	organic marjoram	mccormick	cadmium	17.1
5/9/2022	marjoram leaves	mccormick	cadmium	35.4
5/9/2022	marjoram	dion	cadmium	40.5
5/9/2022	marjoram leaf cut	frontier co-op	cadmium	20.6
5/9/2022	organic marjoram	mccormick	cadmium	16.9
5/9/2022	marjoram	mccormick	cadmium	18.1
5/9/2022	marjoram	frontier coop	cadmium	none
5/9/2022	marjoram	mccormick	cadmium	38.3
5/9/2022	marjoram	mccormick	cadmium	16.4
5/10/2022	sesame seeds white	maya	cadmium	25.0
5/10/2022	cinnamon powder	maya	cadmium	410
5/11/2022	dried clove powder	taste of king	cadmium	none
5/10/2022	marjoram	la flor	cadmium	30.9
5/10/2022	majoram	el gallon	cadmium	24.4
5/16/2022	marjoram	marilla country store	cadmium	38.9
5/16/2022	organic marjoram	prima oliva	cadmium	64.4
5/16/2022	marjoram	country cupboard	cadmium	21.9
5/9/2022	marjoram	mccormick	cadmium	22.5
5/17/2022	marjoram leaves	casablanca	cadmium	41.3
5/16/2022	organic marjoram	great value	cadmium	47.5
5/16/2022	organic marjoram	mccormick gourmet	cadmium	18.3
5/16/2022	marjoram leaves	mccormick gourmet	cadmium	35.3
5/16/2022	ground marjoram	good & gather	cadmium	30.5
5/17/2022	marjoram	mccormick	cadmium	26.3
5/17/2022	organic marjoram	mccormick	cadmium	16.6
5/17/2022	organic marjoram whole	spicely	cadmium	22.8
5/16/2022	organic marjoram	mccormick	cadmium	17.7
5/16/2022	marjoram leaves	mccormick	cadmium	32.1
5/16/2022	ground marjoram	good & gather	cadmium	37.9
5/17/2022	marjoram leaves	mccormick	cadmium	24.6
5/17/2022	marjoram leaves	salma	cadmium	87.0
5/17/2022	marjoram/ mejorana	el gallon brands	cadmium	22.6
7/5/2022	organic dill seed	mccormick gourmet	cadmium	67.5
7/5/2022	dill seed	mccormick	cadmium	44.0
7/5/2022	baby dill	nature s promise	cadmium	54.7
7/5/2022	organic dill	goodness gardens	cadmium	35.0
7/5/2022	marjoram leaves	mccormick	cadmium	21.1
7/5/2022	organic marjoram	mccormick	cadmium	16.9
7/5/2022	marjoram	la flor	cadmium	26.8
7/5/2022	marjoram	the spice hunter	cadmium	32.8
7/5/2022	marjoram gourmet	the spice hunter	cadmium	34.3
7/5/2022	marjoram	morton & bassett	cadmium	23.4
7/5/2022	marjoram leaves	mccormick	cadmium	31.0
7/5/2022	marjoram leaves	mccormick	cadmium	32.0
7/5/2022	marjoram leaves	mccormick	cadmium	27.3
7/5/2022	dill seed	mccormick	cadmium	76.2
7/5/2022	dill seed	casablanca	cadmium	66.9
7/5/2022	dill weed	simply organic	cadmium	79.0
7/5/2022	dill weed	spice islands	cadmium	81.3
7/5/2022	marjoram leaves	mccormick	cadmium	32.3
7/5/2022	marjoram leaves	mccormick	cadmium	31.2
7/5/2022	marjoram leaves	mccormick	cadmium	30.7
7/5/2022	dill weed	dion	cadmium	119.0
7/5/2022	organic dill weed	dion	cadmium	35.2
7/8/2022	marjoram leaf	chefs quality	cadmium	27.3
7/8/2022	marjoram leaf	chefs quality	cadmium	28.5
7/11/2022	fresh marjoram	eataly	cadmium	63.4
7/11/2022	organic marjoram	mccormick gourmet	cadmium	19.0
7/11/2022	marjoram leaves	mccormick	cadmium	25.4
7/11/2022	marjoram	mccormick	cadmium	26.0
7/11/2022	organic majoram	mccormick gourmet	cadmium	15.5
7/11/2022	marjoram	great value organic	cadmium	29.8
7/11/2022	majoram	tone s	cadmium	29.9
7/11/2022	marjoram	wholesome pantry	cadmium	30.6
7/11/2022	marjoram	badia	cadmium	23.0
7/11/2022	marjoram leaves	mccormick	cadmium	33.2
7/11/2022	organic marjoram	mccormick gourmet	cadmium	14.3
7/11/2022	marjoram leaves	village barn fresh	cadmium	25.9
7/11/2022	marjoram	la flor	cadmium	28.8
7/12/2022	marjoram	mccormick	cadmium	29.8
7/12/2022	marjoram leaves	mccormick	cadmium	22.2
7/14/2022	black cumin seed	deer	cadmium	18.7
7/12/2022	tierra santa	la frontera	cadmium	126.0
7/12/2022	tequesquite	la frontera	cadmium	110.0
7/18/2022	parsley flakes	parade	cadmium	88.1
7/18/2022	parsley flakes	mccormick	cadmium	93.9
7/18/2022	parsley organic	the spice hunter	cadmium	79.9
7/18/2022	parsley	simply organic	cadmium	16.6
7/18/2022	all natural flat leaf parsley	mccormick gourmet	cadmium	298.0
7/18/2022	parsley	simply organic	cadmium	39.6
7/18/2022	parsley	public goods	cadmium	27.9
7/18/2022	parsley flakes	spice classics	cadmium	75.0
7/18/2022	parsley flakes	mccormick	cadmium	61.6
7/18/2022	parsley flakes	casablanca	cadmium	78.7
7/19/2022	parsley flakes	mccormick	cadmium	73.9
7/19/2022	parsley flakes	spice classics	cadmium	56.3
7/19/2022	parsley flakes	mccormick	cadmium	84.9
7/19/2022	parsley	simply organic	cadmium	45.3
7/19/2022	flat leaf parsley	mccormick gourmet	cadmium	272.0
7/19/2022	parsley	badia	cadmium	148
7/19/2022	parsley	la flor	cadmium	205
7/19/2022	parsley flakes	apple spoon	cadmium	21.3
7/19/2022	parsley flakes	angel brand	cadmium	149
7/19/2022	parsley flakes	caribbean blue	cadmium	36.3
8/2/2022	arbol molido	mi barillo tortilleria	cadmium	72.2
8/10/2022	parsley organic	spice hunter	cadmium	78.1
8/19/2022	parsley flakes	caribbean blue island	cadmium	74.9
8/24/2022	cholent spice	shloimys kitchen	cadmium	none
8/26/2022	ground turmeric	great value	cadmium	none
8/26/2022	ground cinnamon	great value	cadmium	360
8/26/2022	ground nutmeg	organic great value	cadmium	24.7
8/25/2022	turmeric powder	salma	cadmium	29.4
9/1/2022	ground cumin	salma	cadmium	71.8
9/2/2022	tequesquite	la frontera	cadmium	60.7
9/28/2022	vegetarians seasoning v0439	vegehope	cadmium	10.9
9/29/2022	marjoram leaves	parry s inc	cadmium	20.3
9/29/2022	potash red	issowazena	cadmium	69.9
9/29/2022	powdered potash	issowazena	cadmium	none
9/29/2022	skewered pepper	none	cadmium	12.4
10/3/2022	parsley	abarrotera	cadmium	41.6
10/3/2022	parsley flakes	la flor	cadmium	24.9
10/3/2022	parsley flakes	la flor	cadmium	40.9
10/3/2022	parsley flakes	salma	cadmium	66.3
10/3/2022	parsley flakes	mimi s products	cadmium	31.9
10/3/2022	parsley flakes	la flor	cadmium	236
10/3/2022	parsley flakes	mccormick	cadmium	79.5
10/3/2022	premium cumin	ziyad	cadmium	82.0
10/3/2022	parsley flakes	krasdale	cadmium	307
10/3/2022	parsley flakes	mccormick	cadmium	101
10/3/2022	parsley flakes	la flor	cadmium	bql
10/4/2022	black ground pepper	matua boctoka	cadmium	bql
10/4/2022	cardamom	matua boctoka	cadmium	277
10/12/2022	dried orange peel	royal king	cadmium	13.0
10/12/2022	dried cortex cinnamon	selected foods	cadmium	703.0
10/12/2022	dried geranyl powder	taste of king	cadmium	20.4
10/12/2022	dried five spice seasoning powder	taste of king	cadmium	260.0
10/17/2022	parsely flakes	badia	cadmium	121.0
10/17/2022	parsley flakes	la flor	cadmium	347.0
10/17/2022	parsely flakes	mimi's products	cadmium	79.7
10/17/2022	parsely flakes	simply organic	cadmium	51.4
10/17/2022	organic parsley	365 whole foods	cadmium	37.0
10/17/2022	organic parsley flakes	watkins	cadmium	35.6
10/17/2022	dried parsley	netpywka	cadmium	85.0
10/17/2022	parsley flakes	la flor	cadmium	76.2
10/17/2022	parsley flakes	casablanca	cadmium	72.1
10/17/2022	parsley	public good	cadmium	23.8
10/25/2022	parsley flakes	chefs quality	cadmium	98.8
10/25/2022	parsley flakes	la flor	cadmium	15.8
10/25/2022	parsley flakes	salma	cadmium	77.1
10/25/2022	parsley flakes	bogopa	cadmium	45.9
10/25/2022	parsley flakes	badia	cadmium	130.0
10/25/2022	parsley flakes	badia	cadmium	72.5
10/25/2022	parsley flakes	la flor	cadmium	14.0
10/25/2022	parsley flakes	spiceco	cadmium	175.0
10/25/2022	parsley flakes	spice classics	cadmium	83.5
10/25/2022	parsley flakes	mccormick	cadmium	199.0
11/7/2022	parsley flakes	eagle spice &extract	cadmium	150.0
11/7/2022	parsley flakes	eagle spice &extract	cadmium	134.0
11/7/2022	parsley flakes	la flor	cadmium	209.0
11/7/2022	parsley flakes	badia	cadmium	138.0
11/7/2022	parsley flakes	badia	cadmium	133.0
11/7/2022	parsley flakes	badia	cadmium	142.0
11/7/2022	parsley flakes	eagle spice & extract	cadmium	201.0
11/14/2022	parsley flakes	sadaf	cadmium	102.0
11/14/2022	parsley flakes	ta'am vareach	cadmium	29.8
11/14/2022	parsley flakes	pereg	cadmium	178.0
11/14/2022	parsley flakes	eagle spice & extract	cadmium	55.5
11/14/2022	parsley flakes	badia	cadmium	112.0
11/14/2022	parsley flakes	la flor	cadmium	144
11/14/2022	parsley	lo nuestro rio grande	cadmium	54.9
11/10/2022	ground oregano	mi pepito	cadmium	40.7
11/10/2022	sweet basil	mi pepito	cadmium	21.9
11/15/2022	parsley flakes	stop and shop	cadmium	109
11/15/2022	organic parsley flakes	watkins	cadmium	64.6
11/15/2022	parsley flakes	mccormick	cadmium	69.6
11/17/2022	fenugreek powder	organic spice	cadmium	44.8
11/17/2022	turmeric powder	organic spice	cadmium	none
11/28/2022	methi powder	deshi	cadmium	20.4
11/29/2022	freeze dried parsley	litehouse	cadmium	161
11/29/2022	parsley flakes	spice classics	cadmium	68.5
11/29/2022	parsley flakes	mccormick	cadmium	97.4
11/29/2022	flat leaf parsley	mccormick	cadmium	278.0
11/29/2022	parsely flakes	mccormick	cadmium	66.2
11/29/2022	parsley flakes	great value	cadmium	50.9
11/29/2022	parsley flakes	good & gather	cadmium	187.0
11/29/2022	parsley flakes	spice classics	cadmium	56.1
11/29/2022	flat leaf parsley	mccormick	cadmium	246.0
11/29/2022	parsley flakes	mccormick	cadmium	101.0
12/5/2022	parsley flakes	mimi s	cadmium	74.0
12/5/2022	parsley flakes	mimi s	cadmium	83.7
12/5/2022	parsley flakes	mimi s	cadmium	45.3
12/5/2022	parsley flakes	la flor	cadmium	14.6
12/5/2022	parsley flakes	la flor	cadmium	none
12/5/2022	parsley flakes	la flor	cadmium	10.0
12/5/2022	parsley flakes	la flor	cadmium	43.1
12/5/2022	parsley flakes	mimi s	cadmium	59.7
12/5/2022	parsley flakes	mimi s	cadmium	62.0
12/5/2022	parsley flakes	la flor	cadmium	14.5
12/5/2022	parsley flakes	la flor	cadmium	14.3
12/5/2022	parsley flakes	eagle spice	cadmium	108
12/5/2022	parsley flakes	salma herbs and	cadmium	210
12/5/2022	italian seasoning	casablanca herbs and	cadmium	15.4
12/5/2022	parsley flakes	mccormick	cadmium	67.8
12/12/2022	parsley flakes	spice supreme	cadmium	83.3
12/12/2022	parsley flakes	chestnut hill	cadmium	319.0
12/12/2022	parsley flakes	marcum	cadmium	92.1
12/12/2022	parsley flakes	stone mill	cadmium	308.0
12/12/2022	parsley flakes	supreme tradition	cadmium	117.0
12/12/2022	parsley flakes	litehouse	cadmium	155.0
12/12/2022	parsley flakes	mccormick	cadmium	103.0
12/12/2022	parsley flakes	mccormick	cadmium	63.5
12/12/2022	parsley	morton & bassett	cadmium	45.0
12/12/2022	italian parsley	morton & bassett	cadmium	62.5
12/13/2022	roasted chili powder	wijaya	cadmium	54.2
12/13/2022	roasted curry powder	wijaya	cadmium	150.0
12/14/2022	curry powder	super fresh	cadmium	88.4
12/19/2022	caribbean blue island spices	dried parsley	cadmium	82.5
12/19/2022	la flor parsley flakes	dried parsley	cadmium	16.1
12/19/2022	krasdale parsley flakes	dried parsley	cadmium	108.0
12/19/2022	badia parsley flakes	dried parsley	cadmium	148.0
12/19/2022	frontier co-op organic parsley	dried parsley	cadmium	57.2
12/19/2022	parsley flakes	eagle spice	cadmium	53.1
12/19/2022	parsley flakes	badia	cadmium	121.0
12/19/2022	parsley flakes	la flor	cadmium	15.1
12/19/2022	parsley flakes	la flor	cadmium	16.9
