Test date	Product name	Brand	Testing for	Result (ppb)
2/11/2020	spice powder	golden cock	arsenic	463
2/11/2020	five spices powder	b	arsenic	525
2/11/2020	dried ginger powder	b	arsenic	203
2/11/2020	pepper powder	b	arsenic	129
2/19/2020	cinnamon powder	swad	arsenic	73.4
2/19/2020	cumin powder	shan	arsenic	129
2/19/2020	turmeric power	turmeric	arsenic	19.3
2/19/2020	natural turmeric ground	three rivers	arsenic	260
2/19/2020	turmeric powder	laxmi brand	arsenic	22.1
2/19/2020	cumin powder	swad	arsenic	96.0
2/24/2020	ground ginger	eagle spice	arsenic	94.3
2/24/2020	ground turmeric	eagle spice	arsenic	49.5
2/24/2020	dried ginger powder	xinningwan	arsenic	223
2/24/2020	dried aniseed	guangxi cangwu	arsenic	112
2/24/2020	curry powder	sujala	arsenic	54.9
2/24/2020	curry powder	aara	arsenic	163
2/26/2020	cinnamon ground	365 everyday value	arsenic	none
3/5/2020	red pepper powder	assi brand	arsenic	51.0
3/9/2020	robust coffee seasoning	marcum	arsenic	22.6
3/9/2020	steak n chop seasoning	marcum	arsenic	none
3/9/2020	poultry seasoning	marcum	arsenic	1180
3/9/2020	chicken seasoning	marcum	arsenic	20.4
3/6/2020	x-tra hot chilli powder	spice class	arsenic	32.7
2/26/2020	ground cumin	abarrotes del sur llc	arsenic	187
3/12/2020	galanga powder	dragonfly	arsenic	670.0
3/12/2020	ground cumin	masala king	arsenic	49.7
3/24/2020	turmeric	fresh finds	arsenic	25.1
3/25/2020	ground cinnamon	mimi s products	arsenic	99.7
4/27/2020	ground cinnamon	mimi s products	arsenic	244.0
5/5/2020	five spice powder	wu hsing	arsenic	33.2
5/5/2020	five spice powder	oriental mascot	arsenic	133.0
5/13/2020	madras curry powder	lalah s	arsenic	64.3
5/13/2020	jamaica curry powder	real jamaica	arsenic	94.8
5/14/2020	poultry seasoning southern blend	badia	arsenic	96.5
5/18/2020	turmeric powder	litaly	arsenic	120.0
5/18/2020	clasico seasoning with lemon	tajin	arsenic	29.8
5/19/2020	ground cumin	garden gate's	arsenic	596
5/18/2020	turmeric powder	swad	arsenic	27.2
5/18/2020	cumin powder	swad	arsenic	91.7
5/19/2020	chili powder	spice classics	arsenic	154
5/20/2020	ground cumin	abarrotera central	arsenic	63.3
5/20/2020	ground clove	abarrotera central	arsenic	94.4
5/20/2020	ground pepper	abarrotera central	arsenic	125
5/21/2020	jamaican curry	mimi s	arsenic	64.6
5/21/2020	dried chili	junhu	arsenic	70.0
5/28/2020	khebab seasoning	nayass	arsenic	177
5/28/2020	kebab powder	suya kebab seasoning	arsenic	52.8
5/26/2020	ground cinnamon	pepito	arsenic	12.5
5/26/2020	ground cumin	pepito	arsenic	123.0
5/28/2020	turmeric powder	willis ocean inc.	arsenic	2790.0
5/28/2020	five spice powder	willis ocean inc.	arsenic	155.0
6/1/2020	ground cumin	stop & shop	arsenic	98.8
6/2/2020	turmeric powder	bp gold	arsenic	13.2
6/2/2020	ground chili arbol	pepito	arsenic	29.9
6/2/2020	ground ginger	delicioso	arsenic	42.4
5/29/2020	ground (cayenne) red pepper	chestnut hill	arsenic	26.4
6/3/2020	ground cumin	pepino	arsenic	134.0
6/3/2020	ground oregano	pepino	arsenic	2100.0
6/3/2020	ground curry	pepito	arsenic	178.0
6/9/2020	ground cinnamon	big win	arsenic	78.8
6/11/2020	ground cumin	nicomex	arsenic	235
6/11/2020	ground cinnamon	nicomex	arsenic	87.8
6/11/2020	ground oregano	nicomex	arsenic	1700
6/11/2020	oriental curry powder	s & b	arsenic	19.5
6/11/2020	oriental hot mustard	s & b	arsenic	none found
6/11/2020	hot mustard powder	essential	arsenic	none found
6/15/2020	ras el hanout	spices and tease	arsenic	42.4
6/10/2020	javetri powder	rose brand	arsenic	345
6/15/2020	meat seasoning	easispice	arsenic	none found
6/15/2020	ground ginger	neptune	arsenic	43.3
6/15/2020	ground turmeric	neptune	arsenic	23.5
6/18/2020	classico seasoning	tajin	arsenic	34.9
6/23/2020	crushed red pepper	good & gather	arsenic	none found
7/1/2020	hot hungarian style paprika	pride of szeged	arsenic	65.7
7/6/2020	oregano	colonial	arsenic	44.3
7/3/2020	taco seasoning	supreme tradition	arsenic	40.8
7/9/2020	five spice powder	fook	arsenic	551
7/9/2020	turmeric powder	radhuni	arsenic	144
7/9/2020	chilli powder	radhuni	arsenic	25.3
7/16/2020	red pepper powder	wang korea	arsenic	41.2
7/20/2020	chile molido	la frontera	arsenic	93.0
7/23/2020	paprika	badia	arsenic	185
7/30/2020	chilli powder ex-hot	nature s best	arsenic	20.4
8/5/2020	hot chilli pepper	casablanca	arsenic	43.0
8/5/2020	chile piquin molido	dona sofia	arsenic	52.8
8/5/2020	khebab barbecue powder hot	suya	arsenic	205.0
8/12/2020	jamaican curry powder	blue mountain country	arsenic	60.7
8/19/2020	turmeric powder	m  ok ho	arsenic	56.7
8/20/2020	galangal powder	asian boy	arsenic	171.0
8/20/2020	pyramide powder	golden owl	arsenic	285.0
8/24/2020	kunna	shan	arsenic	102.0
8/24/2020	nihari	shan	arsenic	119.0
8/24/2020	aaloo bhaji	shan	arsenic	71.5
8/24/2020	lahori charga	shan	arsenic	93.2
8/24/2020	meat tenderizer	shan	arsenic	11.8
8/24/2020	chicken tandoori	national	arsenic	44.1
8/24/2020	shami kabab	shan	arsenic	73.9
8/24/2020	sausage spice	abiding	arsenic	80.6
8/25/2020	cumin powder	laxmi brand	arsenic	151
9/3/2020	maple bbq rub	mccormick grill mates	arsenic	40.8
9/9/2020	white pepper	golden owl	arsenic	none found
9/9/2020	turmeric powder	peacock	arsenic	30.4
9/9/2020	coriander powder	keshav	arsenic	28.5
9/9/2020	turmeric powder	pran	arsenic	39.7
9/9/2020	black pepper salt	golden owl	arsenic	none
9/10/2020	sumac	sahadi	arsenic	36.6
9/14/2020	ground turmeric	mimi s products	arsenic	27.9
8/26/2020	spicy curry powder	spice islands	arsenic	28.0
9/9/2020	turmeric powder	asian boy	arsenic	145
9/28/2020	saffron rice seasoning	my town marketplace	arsenic	21.3
10/2/2020	nanami togarashi	s & b	arsenic	39.8
10/5/2020	five spice powder	red lantern	arsenic	420
10/7/2020	aji-no-moto (msg)	constanzera	arsenic	none found
10/6/2020	oregano	product is casero	arsenic	46.6
10/8/2020	paprika	la flor	arsenic	163
10/8/2020	dried five spice powder	golden lion	arsenic	320
10/8/2020	five spice powder	red lantern	arsenic	658
10/13/2020	ground cumin	la frontera	arsenic	147.0
10/14/2020	roasted white sesame seed	j-basket	arsenic	23.6
10/13/2020	oxtail seasoning	grace caribbean	arsenic	36.3
10/13/2020	mild taco seasoning mix	mc cormick	arsenic	70.0
10/15/2020	five spice powder	dragon	arsenic	176.0
10/15/2020	dried spice powder	dragon	arsenic	277.0
10/15/2020	dried spice powder	dragon	arsenic	98.8
10/19/2020	ground cinnamon	mimi s products	arsenic	22.1
10/21/2020	salt free garlic and herb	gel flavormate	arsenic	51.2
10/20/2020	curry powder	three rivers	arsenic	79.7
10/20/2020	red chilli powder	three rivers	arsenic	93.6
10/21/2020	cumin powder	laxmi	arsenic	202.0
10/21/2020	panchpuran powder	eng	arsenic	35.9
10/27/2020	black cardamom	deer	arsenic	17.9
10/27/2020	green cardamom	deer	arsenic	none found
10/27/2020	coriander	arikon pro	arsenic	38.9
10/29/2020	organic sesame seed	mccormick	arsenic	31.9
11/4/2020	paprika	no brand name	arsenic	165
11/12/2020	dried chili powder	dried pepper	arsenic	203
11/16/2020	dried cinnamon powder	pfp corp.	arsenic	139
11/23/2020	chili powder ex-hot	maha	arsenic	21.3
11/23/2020	chili powder	maha	arsenic	28.2
11/23/2020	curry powder	laxmi brand	arsenic	20.6
11/27/2020	curry powder	chief	arsenic	47.7
11/30/2020	turmeric powder	rajbhog foods	arsenic	14.6
11/30/2020	kashmiri chilli powder	rajbhog foods	arsenic	29.1
12/1/2020	turmeric powder	chief	arsenic	28.0
12/2/2020	suya powder (khebab powder)	madam jas	arsenic	118
12/8/2020	turmeric powder	maya	arsenic	143
12/8/2020	chilli powder	maya	arsenic	45.6
12/9/2020	ground barberry	spice	arsenic	67.3
12/21/2020	lebanon zaatar	salloum bros	arsenic	101
12/18/2020	five spice powder	five spice powder	arsenic	67.8
1/5/2021	dried pepper powder	golden lion	arsenic	724
1/5/2021	dried star aniseed		arsenic	39.1
1/5/2021	dried chili	golden lion	arsenic	102
1/13/2021	paprika	marcum	arsenic	278
1/13/2021	red chilli powder	laxmi brand	arsenic	23.0
1/13/2021	cumin powder	swad	arsenic	136
1/15/2021	ground black pepper	bogopa	arsenic	none
1/15/2021	ground cumin	bogopa	arsenic	216
1/15/2021	cinnamon ground	bogopa	arsenic	62.7
1/15/2021	crushed red pepper	bogopa	arsenic	none
1/15/2021	turmeric ground	bogopa	arsenic	45.0
1/15/2021	paprika	bogopa	arsenic	173
1/15/2021	ground oregano	bogopa	arsenic	1120
1/15/2021	ground oregano	bogopa	arsenic	1990
1/15/2021	ground oregano	bogopa	arsenic	1190
1/15/2021	ground oregano	bogopa	arsenic	2360
1/15/2021	ground oregano	bogopa	arsenic	623
1/19/2021	oregano leaves	bogopa	arsenic	399
1/21/2021	curry powder	casablanca	arsenic	40.6
1/21/2021	cinnamon powder	salma	arsenic	135
1/21/2021	ginger powder	casablanca	arsenic	47.9
1/21/2021	ground cumin	casablanca	arsenic	107
1/26/2021	galanga powder	cock brand	arsenic	747
1/26/2021	cinnamon powder	cock brand	arsenic	17.9
1/27/2021	jamaican curry	salma	arsenic	31.8
1/27/2021	fish seasoning	salma	arsenic	31.4
1/27/2021	cajun seasoning	salma	arsenic	40.9
1/27/2021	fish seasoning	casablanca	arsenic	26.2
1/27/2021	steak seasoning	casablanca	arsenic	15.5
1/27/2021	jerk seasoning	casablanca	arsenic	none
1/27/2021	ox-tail seasoning	casablanca	arsenic	35.6
1/27/2021	lemon pepper	casablanca	arsenic	41.2
1/27/2021	adobo con pimienta	casablanca	arsenic	17.0
1/26/2021	kaun potash		arsenic	5580
2/8/2021	adobo con saxon	la flor	arsenic	24.4
2/10/2021	shab	alreef iraqi spices	arsenic	none
2/17/2021	cumin powder	lucky foods	arsenic	36.9
2/17/2021	coriander powder	lucky foods	arsenic	82.8
2/22/2021	coriander powder	willis eagle	arsenic	152
2/24/2021	five spice powder	all way shop	arsenic	345
2/25/2021	curry powder	trying food	arsenic	102
2/26/2021	bouillon saveur epices spices	asia	arsenic	none
2/23/2021	whole oregano	lisy	arsenic	316
3/1/2021	neptune sweet paprika	ground pepper	arsenic	141
3/1/2021	neptune ground cumin	ground cumin	arsenic	70.5
3/15/2021	roasted sesame seeds	assi	arsenic	174.0
3/17/2021	kimchi red pepper powder	choripding	arsenic	35.8
3/12/2021	bhut jolokia	alamo peppers	arsenic	111
3/22/2021	triguisar	suave	arsenic	190
3/19/2021	turmeric powder	three rivers	arsenic	69.0
3/24/2021	cinnamon ground	la flor	arsenic	21.2
3/29/2021	semilla molida ground seed	gromex	arsenic	29.7
3/29/2021	kaun potash	best african	arsenic	4030
3/30/2021	chicken seasoning	salma	arsenic	44.0
3/30/2021	ground coriander	casablanca	arsenic	47.7
3/30/2021	ground nutmeg	casablanca	arsenic	none
3/30/2021	salma cinnamon powder	ground cinnamon	arsenic	30.9
3/30/2021	salma cinnamon powder	ground cinnamon	arsenic	25.2
3/30/2021	casablanca ground cumin	ground cumin	arsenic	159
3/30/2021	casablanca ground all spice	ground all spice	arsenic	10.5
4/2/2021	oregano leaves	bogopa	arsenic	331
4/2/2021	oregano leaves	bogopa	arsenic	253
4/2/2021	oregano leaves	bogopa	arsenic	253.0
4/6/2021	spice riti	garam masala	arsenic	41.2
4/12/2021	ground cumin	eagle spice	arsenic	194.0
4/12/2021	curry powder	eagle spice	arsenic	34.6
4/13/2021	nine spices	alreef	arsenic	81.2
4/13/2021	sumac ground	alreef	arsenic	236.0
4/13/2021	seven spices	sham gardens	arsenic	24.3
4/13/2021	turmeric powder	nuts fancy	arsenic	94.0
4/14/2021	chili powder	eagle spice & extract	arsenic	90.3
4/14/2021	roasted curry powder	wijaya	arsenic	28.1
4/19/2021	jamaican style curry powder	eagle spice & extract	arsenic	35.4
4/20/2021	curry powder - jamaican style	badia	arsenic	71.4
4/19/2021	pumpkin spice	mimis	arsenic	64.9
4/30/2021	dried chili	ground chili pepper	arsenic	73.6
5/5/2021	kaun/potash	best african	arsenic	3010
5/7/2021	dried five spice powder	golden lion	arsenic	784
5/7/2021	dried white pepper powder	golden lion	arsenic	131
5/13/2021	premium seven spice blend	ziyad brand	arsenic	28.2
5/20/2021	powdered oregano	soy dominicano	arsenic	109
5/24/2021	neptune grilled chicken seasoning	chicken seasoning	arsenic	58.3
5/24/2021	neptune hawaii seasoning mix for	seasoning mix	arsenic	40.0
5/25/2021	turmeric powder	keshav	arsenic	12.6
5/12/2021	egusi grounded	madame jas	arsenic	none
5/25/2021	chilli powder ex-hot	america s best	arsenic	22.4
5/25/2021	turmeric (haldi) powder	america s best	arsenic	10.3
5/25/2021	organic turmeric powder	three rivers	arsenic	59.6
6/2/2021	turmeric powder	botany	arsenic	37.9
6/10/2021	red pepper	mafia vostoka	arsenic	61.4
6/10/2021	pepper black ground	magia  vostoka	arsenic	none
6/14/2021	dried tumeric root	feel good organic	arsenic	58.7
6/15/2021	maras pepper	botany	arsenic	214
6/16/2021	ground turmeric	ranje fwaye	arsenic	18.6
6/18/2021	turmeric powder	three golden coins	arsenic	422
6/23/2021	golden lion dried chili	dried chili	arsenic	45.4
6/28/2021	garam masala powder (mix cumin	america s best vep	arsenic	158
6/28/2021	cumin seed powder	national	arsenic	85.5
6/28/2021	cumin powder	america s best vep	arsenic	136
7/6/2021	red curry paste	thai kitchen	arsenic	none
7/15/2021	organic turmeric root	frontier co-op	arsenic	47.2
7/19/2021	mango pickle spice	alreef	arsenic	38.5
7/15/2021	turmeric powder	kim tu thap	arsenic	44.2
7/21/2021	ground black pepper	venetian gold	arsenic	none
7/28/2021	chili powder	marcum	arsenic	143
7/30/2021	creole seasoning	great value	arsenic	none
8/4/2021	sumac ground	sirob imports	arsenic	30.3
8/4/2021	cayenne pepper	sirob imports	arsenic	46.0
8/17/2021	ground cinnamon	tops	arsenic	none
8/17/2021	rubbed sage	mccormick	arsenic	126
8/17/2021	thyme leaves	full circle	arsenic	97.0
8/17/2021	whole oregano	spice classics	arsenic	314
8/17/2021	chili powder	badia	arsenic	91.4
8/18/2021	cinnamon ground  saigon	uncle giuseppes	arsenic	21.6
8/18/2021	chili powder (grand dark)	uncle giuseppes	arsenic	119
8/18/2021	celery seeds whole	uncle giuseppes	arsenic	110
8/18/2021	ginger ground	uncle giuseppes	arsenic	109
8/18/2021	oregano (greek)	uncle giuseppes	arsenic	212
8/18/2021	bay leaves whole	the fresh market	arsenic	139
8/18/2021	celery seeds whole	the fresh market	arsenic	68.9
8/18/2021	sage whole	the fresh market	arsenic	249
8/18/2021	thyme cut & sift	the fresh market	arsenic	192
8/18/2021	turmeric ground	the fresh market	arsenic	44.5
8/18/2021	bay leaves	spice supreme	arsenic	65.0
8/18/2021	ground cinnamon	spice supreme	arsenic	none
8/18/2021	ground sage	spice supreme	arsenic	366
8/18/2021	ground ginger	spice supreme	arsenic	305
8/18/2021	oregano leaves	spice supreme	arsenic	186
8/18/2021	curcuma longa	herbal doctor	arsenic	892
8/20/2021	clasico seasoning	takin	arsenic	19.7
8/23/2021	curry powder	chief	arsenic	16.0
8/24/2021	celery seeds	la flora	arsenic	126
8/24/2021	ground cumin	salma	arsenic	102.0
8/24/2021	bay leaves	salma	arsenic	36.2
8/24/2021	ground oregano	la flor	arsenic	687.0
8/24/2021	turmeric powder	salma	arsenic	37.9
8/24/2021	sage	la flor	arsenic	334.0
8/24/2021	thyme	la flor	arsenic	166.0
8/24/2021	ginger powder	laxmi	arsenic	46.6
8/24/2021	cinnamon powder	moya	arsenic	342.0
8/24/2021	chili powder	deshi	arsenic	45.6
8/24/2021	celery seed	frontier co-op	arsenic	81.7
8/24/2021	organic sage	365 whole foods	arsenic	72.6
8/24/2021	organic chili powder blend	365 whole foods	arsenic	65.7
8/24/2021	bay leaves	365 whole foods	arsenic	38.0
8/24/2021	ground turmeric	365 whole foods	arsenic	79.9
8/24/2021	thyme	365 whole foods	arsenic	302
8/24/2021	oregano	365 whole foods	arsenic	379
8/24/2021	cardamom ground	365 whole foods	arsenic	108
8/24/2021	ground cinnamon	365 whole foods	arsenic	none
8/24/2021	ground ginger	365 whole foods	arsenic	118
8/24/2021	turmeric powder	radhuni	arsenic	81.7
8/24/2021	extra hot chilli powder	a taste of the east	arsenic	17.0
8/24/2021	chilli powder	radhuni	arsenic	67.4
8/24/2021	turmeric powder	a taste of the east	arsenic	38.1
8/24/2021	cinnamon powder	egn	arsenic	69.9
8/24/2021	chilli powder	radhuni	arsenic	22.3
8/24/2021	bay leaf	egn	arsenic	70.2
8/24/2021	salvia-sage	black toucan	arsenic	802.0
8/24/2021	oregano	nativo	arsenic	1250.0
8/24/2021	oregano	nativo	arsenic	1530.0
8/24/2021	louro folha (bay leaves)	nativo	arsenic	46.1
8/24/2021	powdered cinnamon	kisabor	arsenic	122.0
8/24/2021	oregano	kisabor	arsenic	1800.0
8/24/2021	oregano	kisabor	arsenic	2080.0
8/24/2021	canelo po	native	arsenic	143.0
8/24/2021	oregano leaves	encore premium	arsenic	268.0
8/26/2021	chili powder	angel brand	arsenic	164.0
8/27/2021	pure fancy paprika	eagle spice	arsenic	261
8/30/2021	chili powder	badia	arsenic	55.8
8/30/2021	organic sage	full circle	arsenic	208
8/30/2021	organic ground ginger	mccormick	arsenic	60.5
8/30/2021	celery seed	morton & bassett	arsenic	106
8/30/2021	organic oregano	mccormick & co inc	arsenic	139
8/30/2021	cinnamon powder	badia	arsenic	17.7
8/30/2021	organic turmeric	full circle	arsenic	60.3
8/30/2021	ground cinnamon	morton & bassett	arsenic	11.9
8/30/2021	bay leaves	mccormick	arsenic	33.4
8/30/2021	thyme leaves	badia	arsenic	84.1
9/1/2021	curry powder	chief	arsenic	16.8
9/7/2021	turkish bay leaves	marhaba	arsenic	46.8
9/7/2021	dried thyme	marhaba	arsenic	124
9/7/2021	dalmation rubbed sage	marhaba	arsenic	133
9/7/2021	ginger root powder	marhaba	arsenic	59.0
9/7/2021	ceylon cinnamon powder	marhaba	arsenic	55.8
9/7/2021	alleppey turmeric powder	marhaba	arsenic	126
9/7/2021	ground celery seed	marhaba	arsenic	96.1
9/7/2021	mediterranean oregano	marhaba	arsenic	296
9/7/2021	roasted cumin powder	marhaba	arsenic	80.7
9/7/2021	indian red chili powder	marhaba	arsenic	37.3
9/7/2021	turmeric	bedessee	arsenic	36.1
9/7/2021	cumin	bogopa	arsenic	173
9/7/2021	garlic powder	scotch bonnet	arsenic	69.3
9/7/2021	chili powder	spice supreme	arsenic	103.0
9/7/2021	granulated garlic	la flor	arsenic	50.1
9/7/2021	blue mountain county oxtail	oxtail seasoning	arsenic	50.9
9/7/2021	marque guyanese pride ground	ground cumin	arsenic	73.2
9/7/2021	scotch bonnet jerk seasoning	jerk seasoning	arsenic	72.0
9/7/2021	la flor ground cinnamon	ground cinnamon	arsenic	17.1
9/7/2021	jc turmeric powder	turmeric powder	arsenic	17.3
9/14/2021	chili powder	stone mill	arsenic	79.5
9/14/2021	bay leaves	fairway	arsenic	41.1
9/14/2021	sage	fairway	arsenic	284.0
9/14/2021	ground cinnamon	fairway	arsenic	64.5
9/14/2021	thyme	fairway	arsenic	863
9/14/2021	ground ginger	fairway	arsenic	36.9
9/14/2021	celery seed	fairway	arsenic	88.5
9/14/2021	oregano	fairway	arsenic	271
9/14/2021	chili powder	fairway	arsenic	128
9/14/2021	turmeric	fairway	arsenic	27.3
9/14/2021	ground nutmeg	fairway	arsenic	none
9/14/2021	paprika	bogopa	arsenic	329
9/14/2021	turmeric powder	salma	arsenic	38.9
9/14/2021	ground cumin	salma	arsenic	96.6
9/14/2021	tilo (linden flower)	salma	arsenic	40.6
9/14/2021	flor de manzanilla (chamomile	orale	arsenic	82.0
9/14/2021	ground cinnamon	abarrotera center	arsenic	70.9
9/14/2021	thyme	abarrotera center	arsenic	283
9/14/2021	bay leaf	abarrotera central	arsenic	38.2
9/14/2021	ground oregano	abarrotera center	arsenic	974
9/14/2021	chili	abarrotera center	arsenic	105
9/17/2021	khebab powder	natasha	arsenic	195
9/17/2021	powdered pepper	emma foods	arsenic	570
9/17/2021	chilli hot pepper	best african	arsenic	77.1
9/21/2021	round cinnamon sticks	swad	arsenic	none
9/21/2021	chilli crushed	swad	arsenic	none
9/21/2021	paprika	swad	arsenic	370
9/21/2021	tumeric	swad	arsenic	15.3
9/21/2021	turmeric	botany	arsenic	25.1
9/21/2021	sumac	botany	arsenic	61.4
9/21/2021	maras pepper	botany	arsenic	92.9
9/21/2021	chili powder	badia	arsenic	76.1
9/21/2021	oregano	badia	arsenic	797
9/21/2021	turmeric	badia	arsenic	21.2
9/21/2021	ground sage	the nutmeg spice co.	arsenic	125
9/21/2021	ground turmeric	finest brand	arsenic	15.2
9/22/2021	cinnamon bark powder	all way shop	arsenic	156
9/21/2021	chilli powder	wise wife	arsenic	93.6
9/21/2021	dried chilli	junhu	arsenic	35.3
9/21/2021	cinnamon powder	red diamond	arsenic	87.5
9/21/2021	kim tu thap turmeric powder	trong food	arsenic	35.7
9/21/2021	dried cinnamon bark	east dragon	arsenic	33.3
9/21/2021	chili powder	fuying	arsenic	67.3
9/21/2021	ginger powder	unknown	arsenic	155
9/21/2021	bay leaves	shop rite	arsenic	none
9/21/2021	bay leaves	shop rite	arsenic	none
9/21/2021	bay leaves	shop rite	arsenic	17.4
9/21/2021	bay leaves	goodness gardens	arsenic	none
9/23/2021	turmeric	spice island	arsenic	43.4
9/23/2021	chili power	organics	arsenic	118
9/21/2021	bay leaves	shop rite	arsenic	none
9/28/2021	cumin powder	red dismond	arsenic	211
9/28/2021	turmeric powder (actually ginger	red dismond	arsenic	558
9/28/2021	canela entera - cinnamon	nicomex	arsenic	none
9/28/2021	chile molido - ground hot chilli	nicomex	arsenic	32.3
9/28/2021	oregano molido- ground oregano	el tio	arsenic	1720
9/28/2021	oregano leaves	spice supreme	arsenic	170
9/28/2021	parsley flakes	la flor	arsenic	120
9/28/2021	ground cinnamon	la flor	arsenic	23.2
9/28/2021	sage ground	lincoln market	arsenic	375
9/28/2021	thyme ground	lincoln market	arsenic	117
9/28/2021	chilli powder	spice supreme	arsenic	94.7
9/28/2021	coriander ground	salma	arsenic	41.1
9/28/2021	turmeric powder	chief brand	arsenic	22.9
9/28/2021	jamaican hot curry powder	jamaican choice	arsenic	24.3
9/28/2021	lemon pepper	caribbean blue island	arsenic	23.7
9/28/2021	ground tumeric	eagle spice	arsenic	19.2
9/28/2021	ground ginger	eagle spice	arsenic	69.4
9/28/2021	ground cinnamon	eagle spice	arsenic	24.4
9/28/2021	thyme leaf	eagle spice	arsenic	180
9/30/2021	oregano leaf	eagle spice	arsenic	71.6
9/30/2021	ground thyme leaf	guyana kitchen	arsenic	166
9/30/2021	ground turmeric	the best natural food	arsenic	16.2
10/4/2021	indian curry powder classic blend	india tree	arsenic	39.3
10/4/2021	cumin seed powder	three rivers	arsenic	111.0
10/5/2021	oregano leaves	supreme tradition	arsenic	246.0
10/5/2021	ground cinnamon	supreme tradition	arsenic	143.0
10/5/2021	chili powder	supreme tradition	arsenic	81.3
10/5/2021	basil leaves	supreme tradition	arsenic	85.6
10/5/2021	thyme leaves	colonna	arsenic	137.0
10/5/2021	oregano	la centro americana	arsenic	663.0
10/5/2021	bay leaves	la centro americana	arsenic	64.2
10/5/2021	bay leaves	mexican flavors	arsenic	131.0
10/5/2021	ground chili pepper	abattoirs del sir loc	arsenic	28.5
10/5/2021	bay leaf	aborrotes del sir loc	arsenic	141.0
10/5/2021	oregano	clover valley	arsenic	156
10/5/2021	cinnamon sugar	clover valley	arsenic	none
10/5/2021	chili powder	clover valley	arsenic	164
10/5/2021	thyme	spice supreme	arsenic	123
10/5/2021	oregano leaves	clover valley	arsenic	224
10/5/2021	ground cumin	clover valley	arsenic	140
10/5/2021	chili powder	clover valley	arsenic	102
10/5/2021	ground cinnamon	mccormick	arsenic	none
10/5/2021	parsley flakes	clover valley	arsenic	234
10/5/2021	ground cinnamon	la centric americana	arsenic	477
10/13/2021	turmeric powder	asli	arsenic	none
10/12/2021	salma natural bay leaves	bay leaves	arsenic	110
10/12/2021	salma natural turmeric powder	turmeric powder	arsenic	35.9
10/12/2021	morton & bassett turmeric powder	turmeric powder	arsenic	129.0
10/12/2021	simply organic bay leaf	bay leaf	arsenic	39.6
10/12/2021	golden lion turmeric powder	turmeric powder	arsenic	151.0
10/12/2021	panax notoginseng	herbal doctor	arsenic	932.0
10/12/2021	salma natural hot red pepper	hot red pepper	arsenic	34.9
10/12/2021	salma natural curry powder	curry powder	arsenic	50.7
10/12/2021	salma natural hot red pepper	hot red pepper	arsenic	35.6
10/12/2021	salma natural curry powder	curry powder	arsenic	50.1
10/28/2021	union market chinese five spice	chinese five spice	arsenic	53.7
11/1/2021	tumeric ground	365 whole foods	arsenic	68.3
11/1/2021	tumeric ground	365 whole foods	arsenic	66.9
11/1/2021	tumeric	simply organic	arsenic	48.7
11/1/2021	tumeric	simply organic	arsenic	48.6
11/1/2021	tumeric	citarella	arsenic	22.9
11/1/2021	tumeric	morton & bassett	arsenic	115.0
11/1/2021	tumeric	simply organic	arsenic	46.2
11/1/2021	organic turmeric	365 everyday value	arsenic	47.4
11/1/2021	organic turmeric	fairway	arsenic	32.7
11/1/2021	turmeric	la flor	arsenic	67.0
11/1/2021	turmeric	badia	arsenic	86.1
11/1/2021	ground turmeric	mccormick	arsenic	62.2
11/1/2021	ground tumeric	mimi s	arsenic	21.5
11/1/2021	organic ground turmeric	badia	arsenic	40.1
11/1/2021	turmeric powder	eagle spice	arsenic	14.2
11/1/2021	tumeric	la flor	arsenic	75.2
11/1/2021	ground tumeric	mimis products	arsenic	24.1
11/1/2021	tumeric powder	tumeric powder	arsenic	55.7
11/1/2021	tumeric powder	heavens	arsenic	23.3
11/15/2021	turmeric powder	keshav	arsenic	11.4
11/15/2021	turmeric powder	keshav	arsenic	12.2
11/15/2021	turmeric powder	shwe kein-na-yi	arsenic	845
11/15/2021	turmeric powder	shwe kein-na-yi	arsenic	1190
11/15/2021	turmeric powder	radhuni	arsenic	48.1
11/15/2021	turmeric powder	tl boncon voi corp	arsenic	61.8
11/15/2021	ground turmeric	mccormick	arsenic	78.0
11/15/2021	organic ground turmeric	mccormick gourmet	arsenic	17.1
11/15/2021	turmeric powder	patel brothers	arsenic	21.9
11/15/2021	turmeric powder	best taste in town	arsenic	12.5
11/15/2021	turmeric powder	deep premium spices	arsenic	20.2
11/15/2021	ground turmeric	mccormick	arsenic	113
11/15/2021	ground turmeric	dion	arsenic	46.6
11/15/2021	ground turmeric	p&c fresh	arsenic	47.0
11/15/2021	ground turmeric	wild harvest	arsenic	39.0
11/15/2021	salma natural curry powder	curry powder	arsenic	47.7
11/15/2021	casablanca natural spice jamaican	curry powder	arsenic	24.5
11/15/2021	turmeric	morton & bassett	arsenic	35.8
11/15/2021	organic ground turmeric	mccormick	arsenic	19.7
11/15/2021	ground turmeric	mccormick	arsenic	71.9
11/15/2021	organic turmeric	full circle market	arsenic	21.1
11/15/2021	turmeric powder	laxmi	arsenic	10.4
11/15/2021	turmeric powder	keshav	arsenic	13.1
11/16/2021	ground cinnamon	chestnut hill	arsenic	177.0
11/24/2021	oregano	nativo	arsenic	2320.0
11/24/2021	oregano	nativo	arsenic	3140.0
11/29/2021	chili powder	supreme tradition	arsenic	120.0
11/29/2021	ground paprika	supreme tradition	arsenic	146.0
