LAB_NUMBER	FL_NUMBER	COLDATE	PRODUCT_NAME	BRAND	ANALYTE	RESULT	Unit
20C03350	2039580056	10/21/2020	Salt Free Garlic and Herb	Gel Flavormate	LEAD	70.0	PPB
20C03378	2037660033	10/20/2020	Curry powder	Three Rivers	ARSENIC	79.7	PPB
20C03378	2037660033	10/20/2020	Curry powder	Three Rivers	CADMIUM	119.0	PPB
20C03378	2037660033	10/20/2020	Curry powder	Three Rivers	LEAD	268.0	PPB
20C03379	2037660034	10/20/2020	Red Chilli Powder	Three Rivers	ARSENIC	93.6	PPB
20C03379	2037660034	10/20/2020	Red Chilli Powder	Three Rivers	CADMIUM	104.0	PPB
20C03379	2037660034	10/20/2020	Red Chilli Powder	Three Rivers	LEAD	120.0	PPB
20C03384	2039350017	10/21/2020	Cumin powder	Laxmi	ARSENIC	202.0	PPB
20C03384	2039350017	10/21/2020	Cumin powder	Laxmi	CADMIUM	70.4	PPB
20C03384	2039350017	10/21/2020	Cumin powder	Laxmi	LEAD	262	PPB
20C03385	2039350018	10/21/2020	Panchpuran powder	ENG	ARSENIC	35.9	PPB
20C03385	2039350018	10/21/2020	Panchpuran powder	ENG	CADMIUM	71.9	PPB
20C03385	2039350018	10/21/2020	Panchpuran powder	ENG	LEAD	99.4	PPB
20C03438	2037860037	10/27/2020	Black Cardamom	Deer	ARSENIC	17.9	PPB
20C03438	2037860037	10/27/2020	Black Cardamom	Deer	CADMIUM	92.1	PPB
20C03438	2037860037	10/27/2020	Black Cardamom	Deer	LEAD	132	PPB
20C03439	2037860036	10/27/2020	Green Cardamom	Deer	ARSENIC	None Found	PPB
20C03439	2037860036	10/27/2020	Green Cardamom	Deer	CADMIUM	111	PPB
20C03439	2037860036	10/27/2020	Green Cardamom	Deer	LEAD	111	PPB
20C03442	2038560011	10/27/2020	Coriander	Arikon Pro	ARSENIC	38.9	PPB
20C03442	2038560011	10/27/2020	Coriander	Arikon Pro	CADMIUM	163	PPB
20C03442	2038560011	10/27/2020	Coriander	Arikon Pro	LEAD	78.2	PPB
20C03483	2039440023	10/29/2020	Organic sesame seed	McCormick	ARSENIC	31.9	PPB
20C03483	2039440023	10/29/2020	Organic sesame seed	McCormick	CADMIUM	25.7	PPB
20C03483	2039440023	10/29/2020	Organic sesame seed	McCormick	LEAD	NONE	PPB
20C03568	2039580070	11/4/2020	Paprika	No brand name	ARSENIC	165	PPB
20C03568	2039580070	11/4/2020	Paprika	No brand name	CADMIUM	31.2	PPB
20C03568	2039580070	11/4/2020	Paprika	No brand name	LEAD	281	PPB
20C03608	2039430026	11/12/2020	Dried Chili Powder	Dried Pepper	ARSENIC	203	PPB
20C03608	2039430026	11/12/2020	Dried Chili Powder	Dried Pepper	CADMIUM	99.4	PPB
20C03608	2039430026	11/12/2020	Dried Chili Powder	Dried Pepper	LEAD	820	PPB
20C03690	2038190053	11/16/2020	Dried Cinnamon Powder	PFP Corp.	ARSENIC	139	PPB
20C03690	2038190053	11/16/2020	Dried Cinnamon Powder	PFP Corp.	CADMIUM	256	PPB
20C03690	2038190053	11/16/2020	Dried Cinnamon Powder	PFP Corp.	LEAD	975	PPB
20C03709	2039490051	11/23/2020	Chili Powder Ex-Hot	Maha	ARSENIC	21.3	PPB
20C03709	2039490051	11/23/2020	Chili Powder Ex-Hot	Maha	CADMIUM	97.4	PPB
20C03709	2039490051	11/23/2020	Chili Powder Ex-Hot	Maha	LEAD	94.7	PPB
20C03710	2039490052	11/23/2020	Chili Powder	Maha	ARSENIC	28.2	PPB
20C03710	2039490052	11/23/2020	Chili Powder	Maha	CADMIUM	114	PPB
20C03710	2039490052	11/23/2020	Chili Powder	Maha	LEAD	110	PPB
20C03712	2039490054	11/23/2020	Curry Powder	LAXMI BRAND	ARSENIC	20.6	PPB
20C03712	2039490054	11/23/2020	Curry Powder	LAXMI BRAND	CADMIUM	241	PPB
20C03712	2039490054	11/23/2020	Curry Powder	LAXMI BRAND	LEAD	70.2	PPB
20C03732	2039380046	11/27/2020	Curry powder	Chief	ARSENIC	47.7	PPB
20C03732	2039380046	11/27/2020	Curry powder	Chief	CADMIUM	39.8	PPB
20C03732	2039380046	11/27/2020	Curry powder	Chief	LEAD	159	PPB
20C03734	2039640013	11/30/2020	Turmeric Powder	Rajbhog Foods	ARSENIC	14.6	ppb
20C03734	2039640013	11/30/2020	Turmeric Powder	Rajbhog Foods	CADMIUM	none found	ppb
20C03734	2039640013	11/30/2020	Turmeric Powder	Rajbhog Foods	LEAD	28.9	ppb
20C03735	2039640014	11/30/2020	Kashmiri Chilli Powder	Rajbhog Foods	ARSENIC	29.1	ppb
20C03735	2039640014	11/30/2020	Kashmiri Chilli Powder	Rajbhog Foods	CADMIUM	63.1	ppb
20C03735	2039640014	11/30/2020	Kashmiri Chilli Powder	Rajbhog Foods	LEAD	115	ppb
20C03742	2039670046	12/1/2020	Turmeric powder	Chief	ARSENIC	28.0	ppb
20C03742	2039670046	12/1/2020	Turmeric powder	Chief	CADMIUM	21.1	ppb
20C03742	2039670046	12/1/2020	Turmeric powder	Chief	LEAD	168	ppb
20C03797	2038320034	12/2/2020	Suya Powder (Khebab Powder)	Madam Jas	ARSENIC	118	PPB
20C03797	2038320034	12/2/2020	Suya Powder (Khebab Powder)	Madam Jas	CADMIUM	12.0	PPB
20C03797	2038320034	12/2/2020	Suya Powder (Khebab Powder)	Madam Jas	LEAD	201	PPB
20C03863	2039640015	12/8/2020	Turmeric Powder	Maya	ARSENIC	143	ppb
20C03863	2039640015	12/8/2020	Turmeric Powder	Maya	CADMIUM	29.1	ppb
20C03863	2039640015	12/8/2020	Turmeric Powder	Maya	LEAD	301	ppb
20C03864	2039640016	12/8/2020	Chilli Powder	Maya	ARSENIC	45.6	PPB
20C03864	2039640016	12/8/2020	Chilli Powder	Maya	CADMIUM	44.9	PPB
20C03864	2039640016	12/8/2020	Chilli Powder	Maya	LEAD	140	PPB
20C03881	2039430039	12/9/2020	Ground Barberry	Spice	ARSENIC	67.3	ppb
20C03881	2039430039	12/9/2020	Ground Barberry	Spice	CADMIUM	none found	ppb
20C03881	2039430039	12/9/2020	Ground Barberry	Spice	LEAD	1540	ppb
20C03966	2039580077	12/21/2020	Lebanon Zaatar	Salloum Bros	ARSENIC	101	ppb
20C03966	2039580077	12/21/2020	Lebanon Zaatar	Salloum Bros	CADMIUM	46.6	ppb
20C03966	2039580077	12/21/2020	Lebanon Zaatar (Spice Blend)	Salloum Bros	LEAD	1370	ppb
20C03971	2039530036	12/18/2020	Five spice powder	Five Spice Powder	ARSENIC	67.8	ppb
20C03971	2039530036	12/18/2020	Five spice powder	Five Spice Powder	CADMIUM	103	ppb
20C03971	2039530036	12/18/2020	Five spice powder	Five Spice Powder	LEAD	134	ppb
21C00042	2138600003	1/5/2021	Dried Pepper Powder	Golden Lion	ARSENIC	724	PPB
21C00042	2138600003	1/5/2021	Dried Pepper Powder	Golden Lion	CADMIUM	275	PPB
21C00042	2138600003	1/5/2021	Dried Pepper Powder	Golden Lion	LEAD	3140	PPB
21C00043	2138600004	1/5/2021	Dried Star Aniseed		ARSENIC	39.1	ppb
21C00043	2138600004	1/5/2021	Dried Star Aniseed		CADMIUM	12.0	ppb
21C00043	2138600004	1/5/2021	Dried Star Aniseed		LEAD	167	ppb
21C00044	2138600005	1/5/2021	Dried Chili	Golden Lion	ARSENIC	102	PPB
21C00044	2138600005	1/5/2021	Dried Chili	Golden Lion	CADMIUM	65.8	PPB
21C00044	2138600005	1/5/2021	Dried Chili	Golden Lion	LEAD	224	PPB
21C00125	2137100001	1/13/2021	Paprika	Marcum	ARSENIC	278	PPB
21C00125	2137100001	1/13/2021	Paprika	Marcum	CADMIUM	37.6	PPB
21C00125	2137100001	1/13/2021	Paprika	Marcum	LEAD	346	PPB
21C00127	2138600012	1/13/2021	Red Chilli Powder	Laxmi Brand	ARSENIC	23.0	PPB
21C00127	2138600012	1/13/2021	Red Chilli Powder	Laxmi Brand	CADMIUM	105	PPB
21C00127	2138600012	1/13/2021	Red Chilli Powder	Laxmi Brand	LEAD	110	PPB
21C00129	2138600014	1/13/2021	Cumin Powder	Swad	ARSENIC	136	PPB
21C00129	2138600014	1/13/2021	Cumin Powder	Swad	CADMIUM	67.6	PPB
21C00129	2138600014	1/13/2021	Cumin Powder	Swad	LEAD	252	PPB
21C00142	2138600015	1/15/2021	Ground Black Pepper	Bogopa	ARSENIC	NONE	PPB
21C00142	2138600015	1/15/2021	Ground Black Pepper	Bogopa	CADMIUM	10.4	PPB
21C00142	2138600015	1/15/2021	Ground Black Pepper	Bogopa	LEAD	19.3	PPB
21C00143	2138600016	1/15/2021	Ground Cumin	Bogopa	ARSENIC	216	PPB
21C00143	2138600016	1/15/2021	Ground Cumin	Bogopa	CADMIUM	75.6	PPB
21C00143	2138600016	1/15/2021	Ground Cumin	Bogopa	LEAD	669	PPB
21C00144	2138600017	1/15/2021	Cinnamon Ground	Bogopa	ARSENIC	62.7	PPB
21C00144	2138600017	1/15/2021	Cinnamon Ground	Bogopa	CADMIUM	195	PPB
21C00144	2138600017	1/15/2021	Cinnamon Ground	Bogopa	LEAD	1330	PPB
21C00145	2138600018	1/15/2021	Crushed Red Pepper	Bogopa	ARSENIC	NONE	PPB
21C00145	2138600018	1/15/2021	Crushed Red Pepper	Bogopa	CADMIUM	29.1	PPB
21C00145	2138600018	1/15/2021	Crushed Red Pepper	Bogopa	LEAD	33.7	PPB
21C00146	2138600019	1/15/2021	Turmeric Ground	Bogopa	ARSENIC	45.0	PPB
21C00146	2138600019	1/15/2021	Turmeric Ground	Bogopa	CADMIUM	32.3	PPB
21C00146	2138600019	1/15/2021	Turmeric Ground	Bogopa	LEAD	181	PPB
21C00147	2139350003	1/15/2021	Paprika	Bogopa	ARSENIC	173	PPB
21C00147	2139350003	1/15/2021	Paprika	Bogopa	CADMIUM	76.8	PPB
21C00147	2139350003	1/15/2021	Paprika	Bogopa	LEAD	444	PPB
21C00148	2139350004	1/15/2021	Ground Oregano	Bogopa	Arsenic,	1120	PPB
21C00148	2139350004	1/15/2021	Ground Oregano	Bogopa	ARSENIC,	1990	PPB
21C00148	2139350004	1/15/2021	Ground Oregano	Bogopa	CADMIUM	56.2	PPB
21C00148	2139350004	1/15/2021	Ground Oregano	Bogopa	LEAD	3220	PPB
21C00149	2139350005	1/15/2021	Ground Oregano	Bogopa	Arsenic,	1190	PPB
21C00149	2139350005	1/15/2021	Ground Oregano	Bogopa	ARSENIC,	2360	PPB
21C00149	2139350005	1/15/2021	Ground Oregano	Bogopa	CADMIUM	65.0	PPB
21C00149	2139350005	1/15/2021	Ground Oregano	Bogopa	LEAD	3700	PPB
21C00150	2139350006	1/15/2021	Ground Oregano	Bogopa	ARSENIC	623	PPB
21C00150	2139350006	1/15/2021	Ground Oregano	Bogopa	CADMIUM	20.5	PPB
21C00150	2139350006	1/15/2021	Ground Oregano	Bogopa	LEAD	809	PPB
21C00215	2139480001	1/19/2021	Oregano Leaves	Bogopa	ARSENIC	399	PPB
21C00215	2139480001	1/19/2021	Oregano Leaves	Bogopa	CADMIUM	NONE	PPB
21C00215	2139480001	1/19/2021	Oregano Leaves	Bogopa	LEAD	249	PPB
21C00225	2138000001	1/21/2021	Curry powder	Casablanca	ARSENIC	40.6	PPB
21C00225	2138000001	1/21/2021	Curry powder	Casablanca	CADMIUM	136	PPB
21C00225	2138000001	1/21/2021	Curry powder	Casablanca	LEAD	76.4	PPB
21C00227	2138000003	1/21/2021	Cinnamon powder	Salma	ARSENIC	135	PPB
21C00227	2138000003	1/21/2021	Cinnamon powder	Salma	CADMIUM	315	PPB
21C00227	2138000003	1/21/2021	Cinnamon powder	Salma	LEAD	1770	PPB
21C00230	2138000006	1/21/2021	Ginger powder	Casablanca	ARSENIC	47.9	PPB
21C00230	2138000006	1/21/2021	Ginger powder	Casablanca	CADMIUM	26.4	PPB
21C00230	2138000006	1/21/2021	Ginger powder	Casablanca	LEAD	709	PPB
21C00231	2138000007	1/21/2021	Ground cumin	Casablanca	ARSENIC	107	PPB
21C00231	2138000007	1/21/2021	Ground cumin	Casablanca	CADMIUM	70.1	PPB
21C00231	2138000007	1/21/2021	Ground cumin	Casablanca	LEAD	196	PPB
21C00312	2139570001	1/26/2021	Galanga Powder	Cock Brand	ARSENIC	747	PPB
21C00312	2139570001	1/26/2021	Galanga Powder	Cock Brand	CADMIUM	86.0	PPB
21C00312	2139570001	1/26/2021	Galanga Powder	Cock Brand	LEAD	8440	PPB
21C00313	2139570002	1/26/2021	Cinnamon Powder	Cock Brand	ARSENIC	17.9	PPB
21C00313	2139570002	1/26/2021	Cinnamon Powder	Cock Brand	CADMIUM	235	PPB
21C00313	2139570002	1/26/2021	Cinnamon Powder	Cock Brand	LEAD	99.6	PPB
21C00362	2139350009	1/27/2021	Jamaican Curry	Salma	ARSENIC	31.8	PPB
21C00362	2139350009	1/27/2021	Jamaican Curry	Salma	CADMIUM	59.6	PPB
21C00362	2139350009	1/27/2021	Jamaican Curry	Salma	LEAD	56.4	PPB
21C00363	2139350010	1/27/2021	Fish Seasoning	Salma	ARSENIC	31.4	PPB
21C00363	2139350010	1/27/2021	Fish Seasoning	Salma	CADMIUM	10.5	PPB
21C00363	2139350010	1/27/2021	Fish Seasoning	Salma	LEAD	55.5	PPB
21C00364	2319350011	1/27/2021	Cajun Seasoning	Salma	ARSENIC	40.9	PPB
21C00364	2319350011	1/27/2021	Cajun Seasoning	Salma	CADMIUM	23.9	PPB
21C00364	2319350011	1/27/2021	Cajun Seasoning	Salma	LEAD	51.0	PPB
21C00365	2139350012	1/27/2021	Fish Seasoning	Casablanca	ARSENIC	26.2	PPB
21C00365	2139350012	1/27/2021	Fish Seasoning	Casablanca	CADMIUM	10.8	PPB
21C00365	2139350012	1/27/2021	Fish Seasoning	Casablanca	LEAD	46.7	PPB
21C00366	2139350013	1/27/2021	Steak Seasoning	Casablanca	ARSENIC	15.5	PPB
21C00366	2139350013	1/27/2021	Steak Seasoning	Casablanca	CADMIUM	20.2	PPB
21C00366	2139350013	1/27/2021	Steak Seasoning	Casablanca	LEAD	14.2	PPB
21C00367	2139350014	1/27/2021	Jerk Seasoning	Casablanca	ARSENIC	NONE	PPB
21C00367	2139350014	1/27/2021	Jerk Seasoning	Casablanca	CADMIUM	NONE	PPB
21C00367	2139350014	1/27/2021	Jerk Seasoning	Casablanca	LEAD	35.4	PPB
21C00368	2139350015	1/27/2021	Ox-Tail Seasoning	Casablanca	ARSENIC	35.6	PPB
21C00368	2139350015	1/27/2021	Ox-Tail Seasoning	Casablanca	CADMIUM	21.5	PPB
21C00368	2139350015	1/27/2021	Ox-Tail Seasoning	Casablanca	LEAD	46.4	PPB
21C00369	2139350016	1/27/2021	Lemon Pepper	Casablanca	ARSENIC	41.2	PPB
21C00369	2139350016	1/27/2021	Lemon Pepper	Casablanca	CADMIUM	22.7	PPB
21C00369	2139350016	1/27/2021	Lemon Pepper	Casablanca	LEAD	63.6	PPB
21C00370	2139350017	1/27/2021	Adobo Con Pimienta	Casablanca	ARSENIC	17.0	PPB
21C00370	2139350017	1/27/2021	Adobo Con Pimienta	Casablanca	CADMIUM	14.4	PPB
21C00370	2139350017	1/27/2021	Adobo Con Pimienta	Casablanca	LEAD	26.4	PPB
21C00371	2139480002	1/26/2021	Kaun Potash		ARSENIC	5580	PPB
21C00371	2139480002	1/26/2021	Kaun Potash		CADMIUM	30.7	PPB
21C00371	2139480002	1/26/2021	Kaun Potash		LEAD	1740	PPB
21C00431	2139490007	2/8/2021	Adobo con Saxon	La Flor	ARSENIC	24.4	PPB
21C00431	2139490007	2/8/2021	Adobo con Saxon	La Flor	CADMIUM	NONE	PPB
21C00431	2139490007	2/8/2021	Adobo con Saxon	La Flor	LEAD	59.2	PPB
21C00462	2139460005	2/10/2021	Shab	Alreef iraqi spices	ARSENIC	NONE	PPB
21C00462	2139460005	2/10/2021	Shab	Alreef iraqi spices	CADMIUM	NONE	PPB
21C00462	2139460005	2/10/2021	Shab	Alreef iraqi spices	LEAD	309	PPB
21C00508	2138600034	2/17/2021	Cumin Powder	Lucky Foods	ARSENIC	36.9	PPB
21C00508	2138600034	2/17/2021	Cumin Powder	Lucky Foods	CADMIUM	30.1	PPB
21C00508	2138600034	2/17/2021	Cumin Powder	Lucky Foods	LEAD	79.9	PPB
21C00509	2138600035	2/17/2021	Coriander Powder	Lucky Foods	ARSENIC	82.8	PPB
21C00509	2138600035	2/17/2021	Coriander Powder	Lucky Foods	CADMIUM	149	PPB
21C00509	2138600035	2/17/2021	Coriander Powder	Lucky Foods	LEAD	98.3	PPB
21C00579	2139650017	2/22/2021	Coriander Powder	Willis Eagle	ARSENIC	152	PPB
21C00579	2139650017	2/22/2021	Coriander Powder	Willis Eagle	CADMIUM	58.3	PPB
21C00579	2139650017	2/22/2021	Coriander Powder	Willis Eagle	LEAD	89.0	PPB
21C00634	2139570004	2/24/2021	Five Spice Powder	All Way Shop	ARSENIC	345	PPB
21C00634	2139570004	2/24/2021	Five Spice Powder	All Way Shop	CADMIUM	111	PPB
21C00634	2139570004	2/24/2021	Five Spice Powder	All Way Shop	LEAD	1950	PPB
21C00652	2137060007	2/25/2021	Curry powder	Trying food	ARSENIC	102	PPB
21C00652	2137060007	2/25/2021	Curry powder	Trying food	CADMIUM	88.8	PPB
21C00652	2137060007	2/25/2021	Curry powder	Trying food	LEAD	586	PPB
21C00659	2037500034	2/26/2021	Bouillon Saveur Epices Spices	Asia	ARSENIC	NONE	PPB
21C00659	2037500034	2/26/2021	Bouillon Saveur Epices Spices	Asia	CADMIUM	NONE	PPB
21C00659	2037500034	2/26/2021	Bouillon Saveur Epices Spices	Asia	LEAD	NONE	PPB
21C00661	2139480003	2/23/2021	Whole Oregano	Lisy	ARSENIC	316	PPB
21C00661	2139480003	2/23/2021	Whole Oregano	Lisy	CADMIUM	NONE	PPB
21C00661	2139480003	2/23/2021	Whole Oregano	Lisy	LEAD	216	PPB
21C00682	2139430011	3/1/2021	Neptune Sweet Paprika	Ground Pepper	ARSENIC	141	PPB
21C00682	2139430011	3/1/2021	Neptune Sweet Paprika	Ground Pepper	CADMIUM	25.8	PPB
21C00682	2139430011	3/1/2021	Neptune Sweet Paprika	Ground Pepper	LEAD	213	PPB
21C00683	2139430012	3/1/2021	Neptune Ground Cumin	Ground Cumin	ARSENIC	70.5	PPB
21C00683	2139430012	3/1/2021	Neptune Ground Cumin	Ground Cumin	CADMIUM	65.7	PPB
21C00683	2139430012	3/1/2021	Neptune Ground Cumin	Ground Cumin	LEAD	105	PPB
21C00799	2139580017	3/15/2021	Roasted Sesame Seeds	Assi	ARSENIC	174.0	PPB
21C00799	2139580017	3/15/2021	Roasted Sesame Seeds	Assi	CADMIUM	89.8	PPB
21C00799	2139580017	3/15/2021	Roasted Sesame Seeds	Assi	LEAD	26.8	PPB
21C00849	2139580018	3/17/2021	Kimchi red pepper powder	Choripding	ARSENIC	35.8	PPB
21C00849	2139580018	3/17/2021	Kimchi red pepper powder	Choripding	CADMIUM	115	PPB
21C00849	2139580018	3/17/2021	Kimchi red pepper powder	Choripding	LEAD	62.3	PPB
21C00875	2137330006	3/12/2021	Bhut Jolokia	Alamo Peppers	ARSENIC	111	PPB
21C00875	2137330006	3/12/2021	Bhut Jolokia	Alamo Peppers	CADMIUM	280	PPB
21C00875	2137330006	3/12/2021	Bhut Jolokia	Alamo Peppers	LEAD	619	PPB
21C00899	2139700009	3/22/2021	Triguisar	Suave	ARSENIC	190	PPB
21C00899	2139700009	3/22/2021	Triguisar	Suave	CADMIUM	88.2	PPB
21C00899	2139700009	3/22/2021	Triguisar	Suave	LEAD	61.6	PPB
21C00900	2137660012	3/19/2021	Turmeric powder	Three rivers	ARSENIC	69.0	PPB
21C00900	2137660012	3/19/2021	Turmeric powder	Three rivers	CADMIUM	20.3	PPB
21C00900	2137660012	3/19/2021	Turmeric powder	Three rivers	LEAD	250	PPB
21C00938	2139670011	3/24/2021	Cinnamon ground	La Flor	ARSENIC	21.2	PPB
21C00938	2139670011	3/24/2021	Cinnamon ground	La Flor	CADMIUM	355	PPB
21C00938	2139670011	3/24/2021	Cinnamon ground	La Flor	LEAD	886	PPB
21C00980	2139550020	3/29/2021	Semilla Molida Ground seed	Gromex	ARSENIC	29.7	PPB
21C00980	2139550020	3/29/2021	Semilla Molida Ground seed	Gromex	CADMIUM	14.2	PPB
21C00980	2139550020	3/29/2021	Semilla Molida Ground seed	Gromex	LEAD	98.0	PPB
21C01006	2139480009	3/29/2021	Kaun Potash	Best African	ARSENIC	4030	PPB
21C01006	2139480009	3/29/2021	Kaun Potash	Best African	CADMIUM	16.2	PPB
21C01006	2139480009	3/29/2021	Kaun Potash	Best African	LEAD	773	PPB
21C01007	2139350026	3/30/2021	Chicken Seasoning	Salma	ARSENIC	44.0	PPB
21C01007	2139350026	3/30/2021	Chicken Seasoning	Salma	CADMIUM	25.0	PPB
21C01007	2139350026	3/30/2021	Chicken Seasoning	Salma	LEAD	61.3	PPB
21C01008	2139350027	3/30/2021	Ground Coriander	Casablanca	ARSENIC	47.7	PPB
21C01008	2139350027	3/30/2021	Ground Coriander	Casablanca	CADMIUM	195	PPB
21C01008	2139350027	3/30/2021	Ground Coriander	Casablanca	LEAD	65.1	PPB
21C01009	2139350028	3/30/2021	Ground Nutmeg	Casablanca	ARSENIC	NONE	PPB
21C01009	2139350028	3/30/2021	Ground Nutmeg	Casablanca	CADMIUM	37.5	PPB
21C01009	2139350028	3/30/2021	Ground Nutmeg	Casablanca	LEAD	27.0	PPB
21C01010	2139430017	3/30/2021	Salma Cinnamon Powder	Ground Cinnamon	ARSENIC	30.9	PPB
21C01010	2139430017	3/30/2021	Salma Cinnamon Powder	Ground Cinnamon	CADMIUM	446	PPB
21C01010	2139430017	3/30/2021	Salma Cinnamon Powder	Ground Cinnamon	LEAD	992	PPB
21C01011	2139430018	3/30/2021	Salma Cinnamon Powder	Ground Cinnamon	ARSENIC	25.2	PPB
21C01011	2139430018	3/30/2021	Salma Cinnamon Powder	Ground Cinnamon	CADMIUM	48.2	PPB
21C01011	2139430018	3/30/2021	Salma Cinnamon Powder	Ground Cinnamon	LEAD	97.5	PPB
21C01012	2139430019	3/30/2021	Casablanca Ground Cumin	Ground Cumin	ARSENIC	159	PPB
21C01012	2139430019	3/30/2021	Casablanca Ground Cumin	Ground Cumin	CADMIUM	69.0	PPB
21C01012	2139430019	3/30/2021	Casablanca Ground Cumin	Ground Cumin	LEAD	300	PPB
21C01013	2139430020	3/30/2021	Casablanca Ground All Spice	Ground All Spice	ARSENIC	10.5	PPB
21C01013	2139430020	3/30/2021	Casablanca Ground All Spice	Ground All Spice	CADMIUM	NONE	PPB
21C01013	2139430020	3/30/2021	Casablanca Ground All Spice	Ground All Spice	LEAD	661	PPB
21C01042	2139350029	4/2/2021	Oregano Leaves	Bogopa	ARSENIC	331	PPB
21C01042	2139350029	4/2/2021	Oregano Leaves	Bogopa	CADMIUM	12.0	PPB
21C01042	2139350029	4/2/2021	Oregano Leaves	Bogopa	LEAD	257	PPB
21C01043	2139350030	4/2/2021	Oregano Leaves	Bogopa	ARSENIC	253	PPB
21C01043	2139350030	4/2/2021	Oregano Leaves	Bogopa	CADMIUM	NONE	PPB
21C01043	2139350030	4/2/2021	Oregano Leaves	Bogopa	LEAD	218.0	PPB
21C01044	2139350031	4/2/2021	Oregano Leaves	Bogopa	ARSENIC	253.0	PPB
21C01044	2139350031	4/2/2021	Oregano Leaves	Bogopa	CADMIUM	11.2	PPB
21C01044	2139350031	4/2/2021	Oregano Leaves	Bogopa	LEAD	209.0	PPB
21C01096	2137050008	4/6/2021	Spice Riti	Garam Masala	ARSENIC	41.2	PPB
21C01096	2137050008	4/6/2021	Spice Riti	Garam Masala	CADMIUM	149.0	PPB
21C01096	2137050008	4/6/2021	Spice Riti	Garam Masala	LEAD	202.0	PPB
21C01138	2137340005	4/12/2021	Ground Cumin	Eagle Spice	ARSENIC	194.0	PPB
21C01138	2137340005	4/12/2021	Ground Cumin	Eagle Spice	CADMIUM	74.6	PPB
21C01138	2137340005	4/12/2021	Ground Cumin	Eagle Spice	LEAD	508.0	PPB
21C01139	2137340007	4/12/2021	Curry powder	Eagle Spice	ARSENIC	34.6	PPB
21C01139	2137340007	4/12/2021	Curry powder	Eagle Spice	CADMIUM	36.7	PPB
21C01139	2137340007	4/12/2021	Curry powder	Eagle Spice	LEAD	191.0	PPB
21C01174	2138190004	4/13/2021	Nine Spices	Alreef	ARSENIC	81.2	PPB
21C01174	2138190004	4/13/2021	Nine Spices	Alreef	CADMIUM	74.4	PPB
21C01174	2138190004	4/13/2021	Nine Spices	Alreef	LEAD	243.0	PPB
21C01175	2138190005	4/13/2021	Sumac Ground	Alreef	ARSENIC	236.0	PPB
21C01175	2138190005	4/13/2021	Sumac Ground	Alreef	CADMIUM	16.0	PPB
21C01175	2138190005	4/13/2021	Sumac Ground	Alreef	LEAD	641.0	PPB
21C01176	2138190006	4/13/2021	Seven Spices	Sham gardens	ARSENIC	24.3	PPB
21C01176	2138190006	4/13/2021	Seven Spices	Sham gardens	CADMIUM	44.6	PPB
21C01176	2138190006	4/13/2021	Seven Spices	Sham gardens	LEAD	292.0	PPB
21C01178	2138190008	4/13/2021	Turmeric Powder	Nuts Fancy	ARSENIC	94.0	PPB
21C01178	2138190008	4/13/2021	Turmeric Powder	Nuts Fancy	CADMIUM	48.0	PPB
21C01178	2138190008	4/13/2021	Turmeric Powder	Nuts Fancy	LEAD	641.0	PPB
21C01201	2139550033	4/14/2021	Chili Powder	Eagle Spice & Extract	ARSENIC	90.3	PPB
21C01201	2139550033	4/14/2021	Chili Powder	Eagle Spice & Extract	CADMIUM	93.3	PPB
21C01201	2139550033	4/14/2021	Chili Powder	Eagle Spice & Extract	LEAD	114.0	PPB
21C01213	2138320015	4/14/2021	Roasted Curry Powder	Wijaya	ARSENIC	28.1	PPB
21C01213	2138320015	4/14/2021	Roasted Curry Powder	Wijaya	CADMIUM	93.8	PPB
21C01213	2138320015	4/14/2021	Roasted Curry Powder	Wijaya	LEAD	38.3	PPB
21C01239	2137730008	4/19/2021	Jamaican style curry powder	Eagle Spice & Extract	ARSENIC	35.4	PPB
21C01239	2137730008	4/19/2021	Jamaican style curry powder	Eagle Spice & Extract	CADMIUM	35.9	PPB
21C01239	2137730008	4/19/2021	Jamaican style curry powder	Eagle Spice & Extract	LEAD	201.0	PPB
21C01261	2137390004	4/20/2021	Curry Powder - Jamaican Style	Badia	ARSENIC	71.4	PPB
21C01261	2137390004	4/20/2021	Curry Powder - Jamaican Style	Badia	CADMIUM	65.8	PPB
21C01261	2137390004	4/20/2021	Curry Powder - Jamaican Style	Badia	LEAD	259	PPB
21C01264	2139500007	4/19/2021	Pumpkin spice	Mimis	ARSENIC	64.9	PPB
21C01264	2139500007	4/19/2021	Pumpkin spice	Mimis	CADMIUM	139	PPB
21C01264	2139500007	4/19/2021	Pumpkin spice	Mimis	LEAD	1200	PPB
21C01371	2139430024	4/30/2021	Dried Chili	Ground Chili pepper	ARSENIC	73.6	PPB
21C01371	2139430024	4/30/2021	Dried Chili	Ground Chili pepper	CADMIUM	86.2	PPB
21C01371	2139430024	4/30/2021	Dried Chili	Ground Chili pepper	LEAD	181	PPB
21C01469	2139670022	5/5/2021	Kaun/Potash	Best African	ARSENIC	3010	PPB
21C01469	2139670022	5/5/2021	Kaun/Potash	Best African	CADMIUM	15.4	PPB
21C01469	2139670022	5/5/2021	Kaun/Potash	Best African	LEAD	725	PPB
21C01503	2139570013	5/7/2021	Dried Five Spice Powder	Golden Lion	ARSENIC	784	PPB
21C01503	2139570013	5/7/2021	Dried Five Spice Powder	Golden Lion	CADMIUM	146	PPB
